"Event_id","Event_date","Event_group","involvement","IsProtest","preannounced","public_invitation","disruption","violence","symbolic","arrests","location_target","Event_name","headcount","action_freetext","location_freetext","Event_day","Event_prob_protest","issue"
"ExtinctionR.2019-09-07.E2","2019-09-07","ExtinctionR","Organised","Protest","Before event day","Yes","Yes","No","Yes","No","Public space","North London Uprising","","funeral, protest, march, occupy, swarm","Wood Green, Turnpike lane, ","Sat",0.999999986213633,"env"
"ExtinctionR.2019-09-07.E3","2019-09-07","ExtinctionR","Organised","Protest","On day, before event","Yes","No","No","No","No","Public space","Re-declaration of rebellion",NA,"march, drums","Croydon","Sat",0.999999986213633,"env"
"ExtinctionR.2019-09-08.E1","2019-09-08","ExtinctionR","Organised","Protest","On day, before event","Yes","No","No","No","No","Public space","Oppose Edmonton Incinerator, oppose expansion of London City Airport","","protest","Henry Reynolds Gardens","Sun",0.980196296112978,"env"
"ExtinctionR.2019-09-08.E2","2019-09-08","ExtinctionR","Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","North London Uprising, Green Lanes Parade","","parade, drumming, music","Turnpike Lane","Sun",0.980196296112978,"env"
"ExtinctionR.2019-09-10.E1","2019-09-10","ExtinctionR","Organised","Protest","After event","No","Yes","No","No","No","Company site","Oppose fracking","","block entrance","Preston New Road, Cuadrilla site","Tue",0.976918484689281,"env"
"keepnhspublic.2019-09-10.E1","2019-09-10","keepnhspublic","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","against the alarming rise in suicides under this gov","","protest","College Green, London","Tue",0.997202744282922,"pov"
"fbunational.2019-09-12.E1","2019-09-12","fbunational","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","safe working conditions for firefighters","","demonstration","Suffolk county council, Endeavour House, Ipswich","Thu",0.988075591661023,"pov"
"HeathrowPause.2019-09-13.E1","2019-09-13","HeathrowPause","Organised","Protest","Before event day","No","Yes","No","No","Yes","Company site","","<20","drone flying","Heathrow","Fri",0.903641833868619,"env"
"GMB_union.2019-09-16.E1","2019-09-16","GMB_union","Organised","Protest","Before event day","No","No","No","No","No","Company site","treat Asda workers with respect","","demonstration","Asda supermarkets","Mon",0.981489891079049,"pov"
"SistersUncut.2019-09-16.E1","2019-09-16","SistersUncut","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Oppose council bullying of families","","demonstration","Hackney Town Hall","Mon",0.915198504924774,"pov"
"ExtinctionR.2019-09-17.E1","2019-09-17","ExtinctionR","Organised","Protest","On day, before event","Yes","No","No","No","No","Company site","Tell the truth","","protest","ITN, BBC","Tue",0.938439249621446,"env"
"ExtinctionR.2019-09-17.E2","2019-09-17","ExtinctionR","Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","Oppose unsustainable fashion","","funeral","Trafalgar square","Tue",0.938439249621446,"env"
"unitetheunion.2019-09-17.E1","2019-09-17","unitetheunion","Organised","Protest","On day, before event","No","No","No","No","No","Political site","lorry drivers safety regulations","","protest","Department of Transport","Tue",0.954607684213213,"pov"
"Global Climate Strike.2019-09-20.E1","2019-09-20","campaigncc, EarthStrikeUK, ExtinctionR, friends_earth, GreenAllianceUK, GreenpeaceUK, sccscot, Strike4Youth, TheCCoalition","Participated, Organised, Participated, Participated, Participated, Participated, Participated, Organised, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Climate strike","1000s","general strike","Belfast, Birmingham, Leicester, London, Glasgow, Nottingham, York, 60 places in UK","Fri",1,"env"
"UCL_UCU.2019-09-20.E1","2019-09-20","UCL_UCU","Participated","Protest","Before event day","Yes","No","No","No","No","Other","Support for school strike for climate","","protest","UCL Main Quad","Fri",0.99999989796293,"pov"
"Strike4Youth.2019-09-21.E1","2019-09-21","Strike4Youth","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Green New Deal","","rally","Brighton, Labour party conference","Sat",0.98911625373793,"env"
"ExtinctionR.2019-09-21.E1","2019-09-21","ExtinctionR","Organised","Protest","After event","No","Yes","No","No","Yes","Public space","No food on a dying planet","10","blockade","Dover port","Sat",0.918105162498927,"env"
"friends_earth.2019-09-23.E1","2019-09-23","friends_earth","Participated","Protest","Before event day","Yes","No","No","Yes","No","Other","Climate Rhyme Protest","","protest, procession, empty pushchair props","Shell, Parliament, No 10 Downing Street, BP","Mon",0.901007825324406,"env"
"pcs_union.2019-09-23.E1","2019-09-23","pcs_union","Organised","Strike","Before event day","No","No","No","No","No","Other","outsourced foreign office workers strike","","strike","","Mon",0.922453957168209,"pov"
"sccscot.2019-09-25.E1","2019-09-25","sccscot","Organised","Protest","After event","No","No","No","No","No","Political site","Emergency mobilisation, triggered by climate bill","","action, mobilisation","Scottish Parliament","Wed",0.998314349239625,"env"
"ExtinctionR.2019-09-25.E1","2019-09-25","ExtinctionR","Organised","Protest","After event","No","Yes","No","No","No","Political site","Act now on climate change","","glued on","BEIS","Wed",0.348549634218216,"env"
"CNDuk.2019-09-27.E1","2019-09-27","CNDuk","Participated","Protest","Before event day","Yes","No","No","No","No","Embassy","The oceans are not a nuclear dump","","protest","Japanese embassy","Fri",0.996654954847646,"env"
"BALPApilots.2019-09-27.E1","2019-09-27","BALPApilots","Organised","Strike","Before event day","No","No","No","No","No","Other","pilot strike","","strike","","Fri",0.969117283613065,"pov"
"ExtinctionR.2019-09-28.E1","2019-09-28","ExtinctionR","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Stop HS2","100+","","HS2 HQ, Euston","Sat",0.999949059608992,"env"
